PROVINCIE,BRIN,INSTELLINGSCODE,VESTIGINGSCODE,NAAM,STRAATNAAM,HUISNUMMER,POSTCODE,PLAATSNAAM,GEMEENTENAAM,DENOMINATIE,TELEFOONNUMMER,INTERNETADRES,VAKANTIEREGIO
Drenthe,42554,13XE,13XE00,Nieuw Buinen 75,Zuiderdiep,3,9521 AA,NIEUW-BUINEN,BORGER-ODOORN,Openbaar,599212440,www.obs-75nieuwbuinen.nl,Noord
Drenthe,42554,14AL,14AL00,Openbare Basisschool De Poolster,Noorderdiep,129,9521 BC,NIEUW-BUINEN,BORGER-ODOORN,Openbaar,599650060,www.obs-depoolster.nl,Noord
Drenthe,42554,18TP,18TP00,De Aanloop,Wilhelminalaan,4,7876 HA,VALTHERMOND,BORGER-ODOORN,Openbaar,599661738,www.obs-deaanloop.nl,Noord
Drenthe,42554,18UV,18UV00,Openbare Basisschool De Westhoek,Schoolstraat,27,9571 CB,2E EXLOERMOND,BORGER-ODOORN,Openbaar,599671925,www.obs-dewesthoek.nl,Noord
Drenthe,42554,18VZ,18VZ00,Basisschool De Linderakkers,Linderakkers,3,7872 PM,VALTHE,BORGER-ODOORN,Openbaar,591513592,www.obs-delinderakkers.nl,Noord
Drenthe,42554,18WH,18WH00,Basisschool De Weiert,De Goorns,28,7873 AM,ODOORN,BORGER-ODOORN,Openbaar,591513450,www.obs-deweiert.nl,Noord
Drenthe,42554,18WQ,18WQ00,Openbare Basisschool De Zweng,Hoofdstraat,62,7875 AD,EXLOO,BORGER-ODOORN,Openbaar,591549713,www.obs-dezweng.nl,Noord
Drenthe,42557,11IR,11IR00,OBS De Zandloper,Cavaljeweg,29,7934 PJ,STUIFZAND,HOOGEVEEN,Openbaar,528269837,www.obsdezandloper.nl,Noord
Drenthe,42557,12UZ,12UZ00,Het Spectrum,Stoekeplein,1,7902 HM,HOOGEVEEN,HOOGEVEEN,Openbaar,528270080,www.obshetspectrum.nl,Noord
Drenthe,42557,13AZ,13AZ00,'t Kienholt,Van Leeuwenhoekstraat,85,7908 BJ,HOOGEVEEN,HOOGEVEEN,Openbaar,528271335,www.obdskienholt.nl,Noord
Drenthe,42557,13AZ,13AZ01,'t Kienholt,Oostering,4,7933 PX,PESSE,HOOGEVEEN,Openbaar,528241638, ,Noord
Drenthe,42557,13GQ,13GQ00,De Schuthoek,Booyenverlaat,7,7908 EE,HOOGEVEEN,HOOGEVEEN,Openbaar,528276003,www.obsdeschuthoek-hoogeveen.nl,Noord
Drenthe,42557,13UL,13UL00,Apollo,Orion,16-A,7904 LG,HOOGEVEEN,HOOGEVEEN,Openbaar,528262616, ,Noord
Drenthe,42557,13XW,13XW00,Het Hoeltien,Kerkenkavel,40,7913 AT,HOLLANDSCHEVELD,HOOGEVEEN,Openbaar,528343195,www.obsoostenbrink.nl,Noord
Drenthe,42557,13XW,13XW01,"Het Hoeltien, locatie Vogelvlucht",Ds van Elvenstraat,2,7916 RE,ELIM,HOOGEVEEN,Openbaar,528351575, ,Noord
Drenthe,42557,13XW,13XW02,"OBS Het Hoeltien, Loc OBS Tiendeveen",Molenweg,4-B,7936 PB,TIENDEVEEN,HOOGEVEEN,Openbaar,528341262, ,Noord
Drenthe,42557,18NA,18NA00,OBS De Driesprong,De Spil,5,7918 AX,NIEUWLANDE,HOOGEVEEN,Openbaar,528351692, ,Noord
Drenthe,42557,22KM,22KM00,'T Rastholt,Tilber,9,7908 PB,HOOGEVEEN,HOOGEVEEN,Openbaar,528278118,www.rastholt.nl,Noord
Drenthe,42607,01WQ,01WQ00,Basisschool De Rank - school met de Bijbel,Floralaan,3,9301 KE,RODEN,NOORDENVELD,Gereformeerd vrijgemaakt,505017840,https://www.gbs-derank.nl/,Noord
Drenthe,42607,03HR,03HR00,Basisschool De Cirkel - school met de Bijbel,Prins Bernhardstraat,11,9402 AR,ASSEN,ASSEN,Gereformeerd vrijgemaakt,592340155,https://www.gbsdecirkel.nl,Noord
Drenthe,42607,06EO,06EO00,Basisschool De Parel - school met de Bijbel,Aletta Jacobsweg,78,9408 AM,ASSEN,ASSEN,Gereformeerd vrijgemaakt,592342819,https://www.deparelassen.nl,Noord
Drenthe,42607,06EY,06EY00,Basisschool de Lichtkring - school met de Bijbel,Larikslaan,2,9471 RM,ZUIDLAREN,TYNAARLO,Gereformeerd vrijgemaakt,504091571,www.basisschooldelichtkring.nl,Noord
Drenthe,42607,29XN,29XN00,Basisschool De Driesprong - school met de Bijbel,Martin Luther Kingweg,46,9403 PA,ASSEN,ASSEN,Gereformeerd vrijgemaakt,592372295,https://www.gbsdedriesprong.nl,Noord
Drenthe,42719,14AS,14AS00,KC Baggelhuizen,Witterhoofdweg,1-B,9405 HX,ASSEN,ASSEN,Openbaar,592820530,www.baggelhuizen.nl,Noord
Drenthe,42719,14GR,14GR00,Openbare Basisschool De Driemaster,Amstelstraat,14-A,9406 TH,ASSEN,ASSEN,Openbaar,592820530,www.obs-driemaster-assen.nl,Noord
Drenthe,42719,14JI,14JI00,Emmaschool,Prinses Irenestraat,6,9401 HH,ASSEN,ASSEN,Openbaar,592820640,www.emmaschool-assen.nl,Noord
Drenthe,42719,14LV,14LV00,Basisschool Valkenhorst,Bremstraat,14,9404 GD,ASSEN,ASSEN,Openbaar,592820630,www.kindcentrum-valkenhorst.nl,Noord
Drenthe,42719,15EF,15EF00,o.b.s.Theo Thijssen,Sluisstraat,139,9406 AX,ASSEN,ASSEN,Openbaar,592820620,www.obstheothijssen.nl,Noord
Drenthe,42719,15KJ,15KJ00,Basisschool de Vuurvogel,Obrechtlaan,1-3,9402 TB,ASSEN,ASSEN,Openbaar,592820610,www.vuurvogel-assen.nl,Noord
Drenthe,42719,15PM,15PM00,De Veldkei,Veenwalweg,5-7,9407 AM,ASSEN,ASSEN,Openbaar,592820520,www.obs-veldkei-assen.nl,Noord
Drenthe,42719,21LT,21LT00,Basisschool De Marskramer,Kleuvenstee,1,9403 LT,ASSEN,ASSEN,Openbaar,592820580,www.demarskramer.nl,Noord
Drenthe,42719,24MU,24MU00,Openbare Basisschool Heksenketel,Tarwehullen,1,9403 WD,ASSEN,ASSEN,Openbaar,592820590,www.deheksenketel.nl,Noord
Drenthe,42719,26PN,26PN00,Het Sterrenschip,Schoolstraat,31,9408 MB,ASSEN,ASSEN,Openbaar,592820550,www.sterrenschip.nl,Noord
Drenthe,42719,27WY,27WY00,Openbare Basisschool Kloosterveen,De Boomgaard,5,9408 JA,ASSEN,ASSEN,Openbaar,592820560,www.obs-kloosterveen-assen.nl,Noord
Drenthe,42830,16AH,16AH00,Openbare Basisschool 't Eenspan,Oosterstraat,58,7822 HG,EMMEN,EMMEN,Openbaar,591659840,www.obs-eenspan.nl,Noord
Drenthe,42830,16BX,16BX00,Openbare Basisschool 2 Emmen Mr Vegter,Bargermeerweg,113,7811 LD,EMMEN,EMMEN,Openbaar,591659842,www.obs-mr-vegter.nl,Noord
Drenthe,42830,16DJ,16DJ00,Openbare Basisschool De Esdoorn,Buiskoolstraat,1,7814 RC,EMMEN,EMMEN,Openbaar,591659848,www.obs-esdoorn.nl,Noord
Drenthe,42830,16HI,16HI00,Openbare Basisschool Emmermeer,Middenhaag,4,7815 LB,EMMEN,EMMEN,Openbaar,591659896,www.obs-emmermeer.nl,Noord
Drenthe,42830,16MA,16MA00,Openbare Basisschool Angelslo,Smedingeslag,1,7824 HK,EMMEN,EMMEN,Openbaar,591625269,www.obs-angelslo.nl,Noord
Drenthe,42830,16NR,16NR00,De Kubus,Houtweg,403,7823 PS,EMMEN,EMMEN,Openbaar,591622100,www.obs-kubus.nl,Noord
Drenthe,42830,16WN,16WN00,Openbare Basisschool op 't Veld,Barnar,5-A,7826 EP,EMMEN,EMMEN,Openbaar,591629364,www.obs-optveld.nl,Noord
Drenthe,42830,16XQ,16XQ00,Openbare Basisschool De Hesselanden,Wilhelmsweg,85-A,7814 VG,EMMEN,EMMEN,Openbaar,591673062,www.hesselanden.nl,Noord
Drenthe,42830,16YK,16YK00,Openbare Basisschool Bargeres,Mantingerbrink,203,7812 MD,EMMEN,EMMEN,Openbaar,591659850,www.obs-barg.nl,Noord
Drenthe,42830,17AE,17AE00,De Bente Openbare Basisschool,Westerdiep OZ,96,7881 HG,EMMER-COMPASCUUM,EMMEN,Openbaar,591353320, ,Noord
Drenthe,42830,17BC,17BC00,Openbare Basisschool de Mende,Wikkel,5,7881 BA,EMMER-COMPASCUUM,EMMEN,Openbaar,591351446,www.obs-mende.nl,Noord
Drenthe,42830,17BL,17BL00,Openbare Basisschool De Dreef,Kanaal A NZ,102,7881 KL,EMMER-COMPASCUUM,EMMEN,Openbaar,591352653,www.obs-dreef.nl,Noord
Drenthe,42830,17BU,17BU00,Openbare Basisschool Erica De Anbrenge,Semsstraat,2,7887 AD,ERICA,EMMEN,Openbaar,591301824,www.obs-anbrenge.nl,Noord
Drenthe,42830,17DG,17DG00,OBS Klazienaveen,Van Echtenstraat,26,7891 LM,KLAZIENAVEEN,EMMEN,Openbaar,591240000,www.obs-klazienaveen.nl,Noord
Drenthe,42830,17DQ,17DQ00,Openbare Basischool De Bascule,Sportlaan,85,7833 CH,NIEUW-AMSTERDAM,EMMEN,Openbaar,591552042, ,Noord
Drenthe,42830,17EJ,17EJ00,Openbare Basisschool Dordse Til,Walevest,10,7885 AK,NIEUW-DORDRECHT,EMMEN,Openbaar,591390175,www.obs-dordtsetil.nl,Noord
Drenthe,42830,17FU,17FU00,Openbare Basisschool 't Koppel,Gedempte Achterdiep,9,7831 CJ,NIEUW-WEERDINGE,EMMEN,Openbaar,591527089,www.obs-koppel.nl,Noord
Drenthe,42830,17JD,17JD00,Openbare Basisschool De Dreske,Roswinkelerstraat,131,7895 AR,ROSWINKEL,EMMEN,Openbaar,591352907,www.obs-dreske.nl,Noord
Drenthe,42830,17KM,17KM00,Openbare Basisschool 't Swarte Meer,De Blokken,22,7894 CL,ZWARTEMEER,EMMEN,Openbaar,591390213,www.obs-swartemeer.nl,Noord
Drenthe,42830,18HB,18HB00,Openbare basischool De Iemenhof,Spanjaardspad,86,7761 BR,SCHOONEBEEK,EMMEN,Openbaar,524531231,https://www.obs-iemenhof.nl,Noord
Drenthe,42830,21PS,21PS00,Openbare Basisschool De Vlonder,Giervalk,20,7827 HX,EMMEN,EMMEN,Openbaar,591678111,www.obs-vlonder.nl,Noord
Drenthe,42830,23RM,23RM00,Openbare Basisschool De Lisdodde,Ganzenveld,85,7827 SE,EMMEN,EMMEN,Openbaar,591677908,www.obs-lisdodde.nl,Noord
Drenthe,42830,24ED,24ED00,Openbare Basisschool Montessori,A.L. Lesturgeonstraat,3,7815 VD,EMMEN,EMMEN,Openbaar,591659874,www.montessori-emmen.nl,Noord
Drenthe,42830,30AG,30AG00,Delftlanden,Zandzoom,19,7814 VH,EMMEN,EMMEN,Openbaar,591685555,www.obs-delftlanden.nl,Noord
Drenthe,42854,06AQ,06AQ00,Samenwerkingsschool De Schans,Norgerweg,18,9342 PH,EEN,NOORDENVELD,Openbaar,592656308,www.swsdeschans.nl,Noord
Drenthe,42854,09FV,09FV00,Openbare Basisschool De Hekakker,Schoolstraat,3,9331 AV,NORG,NOORDENVELD,Openbaar,592613224,www.obsdehekakker.nl,Noord
Drenthe,42854,09HF,09HF00,Basisschool 't Spectrum,Hereweg,1-D,9321 CL,PEIZE,NOORDENVELD,Openbaar,505033612,www.spectrumpeize.nl,Noord
Drenthe,42854,10TP,10TP00,Openbare Basisschool de Elsakker,Schoolstraat,5,9337 PB,WESTERVELDE,NOORDENVELD,Openbaar,592613991,www.obs-elsakker.nl,Noord
Drenthe,42854,11IQ,11IQ00,De Eskampen,Boerakkerweg,2-A,9321 EL,PEIZE,NOORDENVELD,Openbaar,505033158,www.eskampen.nl,Noord
Drenthe,42854,12UM,12UM00,Openbare Basisschool de Marke,Molenweg,1,9301 JD,RODEN,NOORDENVELD,Openbaar,505017434,www.demarke-roden.nl,Noord
Drenthe,42854,13GD,13GD00,Openbare Basisschool de Tandem,Klimop,2,9301 PK,RODEN,NOORDENVELD,Openbaar, ,www.obsdetandemroden.nl,Noord
Drenthe,42854,13LI,13LI00,Het Valkhof Openbare Basisschool voor Daltononderwijs,Schonauwen,2,9301 SP,RODEN,NOORDENVELD,Openbaar,505017300,www.hetvalkhof.nl,Noord
Drenthe,42854,13QB,13QB00,OBS De Poolster,Zevenhuisterweg,3,9311 VA,NIEUW-RODEN,NOORDENVELD,Openbaar,505017772,www.obsdepoolster.com,Noord
Drenthe,42854,13UC,13UC00,Openbare Basisschool de Flint,J.P. Santeeweg,109,9312 TA,NIETAP,NOORDENVELD,Openbaar,594514649,www.obsdeflint.nl,Noord
Drenthe,42854,13XM,13XM00,OBS Het Palet,Hoofdstraat,21-B,9315 PA,RODERWOLDE,NOORDENVELD,Openbaar,505033551,www.obs-roderwolde.nl,Noord
Drenthe,45000,03RY,03RY00,Sint Gerardus,Splitting,145,7826 CT,EMMEN,EMMEN,Rooms-Katholiek,591622465,www.sintgerardus.nl,Noord
Drenthe,45000,04SK,04SK00,St Frans School,Harm Tiesingstraat,2,7815 JJ,EMMEN,EMMEN,Rooms-Katholiek,591658985,https://stfransschool.nl,Noord
Drenthe,45000,05DB,05DB00,St Josephschool,Kerklaan,26,9564 PA,ZANDBERG,BORGER-ODOORN,Rooms-Katholiek,599413230,www.stjosephzandberg.nl,Noord
Drenthe,45000,06QH,06QH00,Rooms Katholieke Christelijke Basisschool De Banier,De Blokken,16,7894 CL,ZWARTEMEER,EMMEN,Rooms-Katholiek,591313193,www.rkbsdebanier.nl,Noord
Drenthe,45000,06SI,06SI00,Rooms Katholieke Basisschool Sint Theresia,Postweg,131,7884 PJ,BARGER-COMPASCUUM,EMMEN,Rooms-Katholiek,591349275,www.sttheresia-skod.nl,Noord
Drenthe,45000,06YD,06YD00,RKPC Basisschool Het Compas,Wikkel,3,7881 BA,EMMER-COMPASCUUM,EMMEN,"Samenwerking PC, RK",591352677,https://www.rkbsdehoeksteen.nl,Noord
Drenthe,45000,07PA,07PA00,Rooms Katholieke Basisschool Vredeveld,Tuinstraat,5-E,9404 KK,ASSEN,ASSEN,Rooms-Katholiek,592317620, ,Noord
Drenthe,45000,07QK,07QK00,Rooms Katholieke Basisschool Mariaschool,Boomgaard,1-B,9761 TM,EELDE,TYNAARLO,Rooms-Katholiek,503093460,www.mariaschool-paterswolde.nl,Noord
Drenthe,45000,08VC,08VC00,Rooms Katholieke Basisschool De Brummelbos,Omhaal,33,7887 CD,ERICA,EMMEN,Rooms-Katholiek,591302200,www.debrummelbos.nl,Noord
Drenthe,45000,08XL,08XL00,Maria in Campisschool,Echtenstraat,1,9402 JA,ASSEN,ASSEN,Rooms-Katholiek,592340684,www.micassen.nl,Noord
Drenthe,45000,09OB,09OB00,Kardinaal Alfrink-School,Geuzingerbrink,74,7812 NX,EMMEN,EMMEN,Rooms-Katholiek,591658635,www.kardinaalalfrink.nl,Noord
Drenthe,45000,10YR,10YR00,St Henricus-School,Jhr M W C de Jongestraat,26,7891 KN,KLAZIENAVEEN,EMMEN,Rooms-Katholiek,591312366,www.sthenricusschool.nl,Noord
Drenthe,45000,11CB,11CB00,Kristalla,Houtweg,402,7823 PS,EMMEN,EMMEN,Rooms-Katholiek,591622657,www.kristalla.nu,Noord
Drenthe,45000,11MD,11MD00,Pastoor Middelkoopschool,Meridiaan,154,7891 EK,KLAZIENAVEEN,EMMEN,Rooms-Katholiek,591313012,www.pastoormiddelkoopschool.nl,Noord
Drenthe,45000,21PU,21PU00,Rooms Katholieke Basisschool De Diedeldoorn,Boskraai,76,7827 JV,EMMEN,EMMEN,Rooms-Katholiek,591632020,www.diedeldoorn.nl,Noord
Drenthe,50195,08OF,08OF00,Protestants Christelijke School Het Kompas,Zuiderlaan,197-C,7944 EE,MEPPEL,MEPPEL,Protestants-Christelijk,522799199,www.kindcentrumhetkompas.nl,Noord
Drenthe,50195,09MZ,09MZ00,Anne Frankschool,K.P.-laan,20,7943 CV,MEPPEL,MEPPEL,Protestants-Christelijk,522258500,www.kindcentrum-annefrank.nl,Noord
Drenthe,50195,10HM,10HM00,Koningin Beatrixschool,De Vissersingel,1,7942 EA,MEPPEL,MEPPEL,Protestants-Christelijk,522251716,www.kindcentrumbeatrix.nl,Noord
Drenthe,50195,11LR,11LR00,Protestants Christelijke Basisschool de Akker,Engelgaarde,31,7943 LD,MEPPEL,MEPPEL,Protestants-Christelijk,522251513,www.kindcentrumdeakker.nl,Noord
Drenthe,50195,30RE,30RE00,P.C. Basisschool Stadskwartier,Catharinastraat,9,7941 JD,MEPPEL,MEPPEL,Protestants-Christelijk,522251076,www.kindcentrumstadskwartier.nl,Noord
Drenthe,50195,32ED,32ED00,KindPunt Gavelanden,De Vissersingel,1,7942 EA,MEPPEL,MEPPEL,Protestants-Christelijk,522251716,https://www.kindpuntgavelanden.nl/,Noord
Drenthe,60829,06PS,06PS00,Protestants Christelijke Basisschool De Wegwijzer,Nieuwstraat,17,7927 PJ,ALTEVEER GEM DE WOLDEN,DE WOLDEN,Protestants-Christelijk,528361622,www.wegwijzeralteveer.nl,Noord
Drenthe,69877,04PP,04PP00,Christelijke Basisschool De Regenboog,Jan Naardingweg,56,7914 PN,NOORDSCHESCHUT,HOOGEVEEN,Protestants-Christelijk,528341268,www.pricoh.nl,Noord
Drenthe,69877,04PY,04PY00,Protestants Christelijke Basisschool De Hoeksteen,Hoogeveensche Vaart,34,7912 TB,NIEUWEROORD,HOOGEVEEN,Protestants-Christelijk,528341405,www.hoeksteen-nieuweroord.nl,Noord
Drenthe,69877,06RS,06RS00,Prot Chr Basisschool,De Spil,7,7918 AX,NIEUWLANDE,HOOGEVEEN,Protestants-Christelijk,528351301,www.hoeksteennieuwlande.en3.nl,Noord
Drenthe,69877,10IY,10IY00,Protestants Christelijke Basisschool De Palm,Langewijk,110,7916 PT,ELIM,HOOGEVEEN,Protestants-Christelijk,528352384,https://depalm.pricoh.nl/,Noord
Drenthe,69877,15XE,15XE00,De Morgenster,Grote Beer,38,7904 LW,HOOGEVEEN,HOOGEVEEN,Protestants-Christelijk,528231110,https://demorgenster.pricoh.nl/,Noord
Drenthe,69877,15ZF,15ZF00,Juliana van Stolbergschool,K de Raadstraat,6,7902 JD,HOOGEVEEN,HOOGEVEEN,Protestants-Christelijk,528262655,www.julianavanstolberg.pricoh.nl,Noord
Drenthe,69877,16AZ,16AZ00,'t Kofschip,Booyenverlaat,11,7908 EE,HOOGEVEEN,HOOGEVEEN,Protestants-Christelijk,528275571, ,Noord
Drenthe,69877,16CN,16CN00,De Sprong,Boekenberghstraat,12,7906 GA,HOOGEVEEN,HOOGEVEEN,Protestants-Christelijk,528225550,www.cbsdesprong.nl,Noord
Drenthe,69877,16DX,16DX00,Het Palet,Van Goghlaan,5,7901 GK,HOOGEVEEN,HOOGEVEEN,Protestants-Christelijk,528262460,www.hetpalethoogeveen.nl,Noord
Drenthe,69877,16FI,16FI00,Weidebloem,Schweitzerstraat,21,7909 AV,HOOGEVEEN,HOOGEVEEN,Protestants-Christelijk,528265274,https://deweidebloem.pricoh.nl/,Noord
Drenthe,69877,16GQ,16GQ00,De Krullevaar,Koekoeklaan,1,7905 HJ,HOOGEVEEN,HOOGEVEEN,Protestants-Christelijk,528264606,www.krullevaar-hoogeveen.nl,Noord
Drenthe,69877,22KL,22KL00,De Regenboog,Tilber,1,7908 PB,HOOGEVEEN,HOOGEVEEN,Protestants-Christelijk,528276995,www.deregenbooghoogeveen.nl,Noord
Drenthe,69877,30KF,30KF00,Evangelische Basisschool de Fontein,Mimosastraat,2,7906 PK,HOOGEVEEN,HOOGEVEEN,Evangelisch,528745020,www.pricoh.nl/defontein,Noord
Drenthe,77456,00DX,00DX00,Vrije School Assen,Tuinstraat,1,9404 KK,ASSEN,ASSEN,Antroposofisch,592309105,www.vrijeschoolassen.nl,Noord
Drenthe,77456,06PO,06PO00,Toermalijn,Julianastraat,22,7941 JC,MEPPEL,MEPPEL,Antroposofisch,522253343,www.toermalijn-meppel.nl,Noord
Drenthe,77456,06RG,06RG00,Basisschool De Stroeten,Stroetweg,10,7812 BA,EMMEN,EMMEN,Antroposofisch,591610531,www.vbsdestroeten.nl,Noord
Flevoland,30357,26RK,26RK00,RK Basisschool De Toermalijn,Jade,49,3893 EB,ZEEWOLDE,ZEEWOLDE,Rooms-Katholiek,365226020,www.toermalijn.net,Midden
Flevoland,30709,23FD,23FD01,Shri Laksmi School,Regentesseweg,1,1312 AA,ALMERE,ALMERE,Hindoe���stisch,365232514,www.shriganesha.nl,Noord
Flevoland,40077,24EJ,24EJ00,Islamitische Basisschool Al Iman,Harderwijkoever,3,1324 HA,ALMERE,ALMERE,Islamitisch,365304737,www.noorscholen.nl,Noord
Flevoland,40077,28BL,28BL00,Al-Ihsaan,Schor,7,8224 CM,LELYSTAD,LELYSTAD,Islamitisch,320213849,www.noorscholen.nl,Noord
Flevoland,40114,12PM,12PM00,Basisschool De Ark,Middenhof,210,1354 EV,ALMERE,ALMERE,Protestants-Christelijk,365310289,www.ark-almere.nl,Noord
Flevoland,40114,12XA,12XA00,Basisschool de Driemaster,Tegelenpad,2,1324 DS,ALMERE,ALMERE,Protestants-Christelijk,365331399,www.driemaster-almere.nl,Noord
Flevoland,40114,13CW,13CW00,Basisschool de Ichthus,Rijnweg,10,1316 EP,ALMERE,ALMERE,Protestants-Christelijk,365332746,www.pcb-ichthus.nl,Noord
Flevoland,40114,13IF,13IF00,Basisschool het Kompas,Binnenkruierstraat,5,1333 EC,ALMERE,ALMERE,Protestants-Christelijk,365321065,www.kompasalmere.nl/,Noord
Flevoland,40114,13NH,13NH00,Basisschool de Regenboog,Klipgriend,1,1356 GA,ALMERE,ALMERE,Protestants-Christelijk,365314937,regenboogalmere.nl,Noord
Flevoland,40114,23EV,23EV00,Protestants Christelijke Basisschool de Lichtboei,Luitstraat,7,1312 LH,ALMERE,ALMERE,Protestants-Christelijk,365361595,www.lichtboei.nl,Noord
Flevoland,40114,23ZV,23ZV00,Basisschool De Olijfboom,Bongerdstraat,2,1326 AB,ALMERE,ALMERE,Protestants-Christelijk,365376557,www.de-olijfboom.nl,Noord
Flevoland,40114,23ZW,23ZW00,Protestants Christelijke Basisschool de Buitenburcht,Zonnebloemweg,66,1338 TV,ALMERE,ALMERE,Protestants-Christelijk,365329271,www.buitenburcht.nl,Noord
Flevoland,40114,25KT,25KT00,Basisschool De Kraanvogel,Perzikstraat,24,1326 HN,ALMERE,ALMERE,Protestants-Christelijk,365354527,www.dekraanvogel.nl,Noord
Flevoland,40114,26AC,26AC00,De Omnibus,J.J. Slauerhoffstraat,53,1321 HE,ALMERE,ALMERE,"Samenwerking PC, RK",365363125,www.de-omnibus.nl,Noord
Flevoland,40114,26AD,26AD00,Protestants Christelijke Basisschool De Dukdalf,Makassarweg,68,1335 HZ,ALMERE,ALMERE,Protestants-Christelijk,365325089,www.dukdalf-almere.nl,Noord
Flevoland,40114,27AA,27AA00,De Optimist,Hildo Kropstraat,20,1328 BC,ALMERE,ALMERE,"Samenwerking PC, RK",365369060,www.de-optimist.nl,Noord
Flevoland,40114,27XH,27XH00,Oecumenische Daltonschool De Windwijzer,Kraaiennest,4,1319 DA,ALMERE,ALMERE,"Samenwerking PC, RK",365240540,www.windwijzer-almere.nl,Noord
Flevoland,40114,27XJ,27XJ00,Het Drieluik,Ten Harmsen v.d. Beekpad,4,1336 BK,ALMERE,ALMERE,"Samenwerking PC, RK",365295623,www.drieluik-almere.nl,Noord
Flevoland,40114,29XC,29XC00,De Kleine Wereld,Heliumweg,61,1362 JA,ALMERE,ALMERE,"Samenwerking PC, RK",367670240,www.de-kleine-wereld.nl,Noord
Flevoland,40114,30PE,30PE00,De Ruimte,Nimfenplein,1,1363 SV,ALMERE,ALMERE,Protestants-Christelijk,367671688,www.sterrenschoolderuimte.nl,Noord
Flevoland,40114,31LN,31LN00,De Verwondering,Richard Feynmanstraat,7,1341 DL,ALMERE,ALMERE,Interconfessioneel,367671730,www.verwondering-almere.nl,Noord
Flevoland,40114,31UY,31UY00,De Verbeelding,Burchard de Volderstraat,19,1349 HJ,ALMERE,ALMERE,Interconfessioneel,362005546,verbeelding-almere.nl,Noord
Flevoland,40662,03QP,03QP00,SWS De Fladderiep,Voorstraat,5,8317 AG,KRAGGENBURG,NOORDOOSTPOLDER,"Samenwerking PC, RK",527252884,https://www.swsdefladderiep.nl,Noord
Flevoland,40662,03RA,03RA00,Rooms Katholieke Basisschool De Horizon,Arnoldus van Bockholtstr,3,8307 AX,ENS,NOORDOOSTPOLDER,Rooms-Katholiek,527251537,www.horizon-ens.nl,Noord
Flevoland,40662,04ZB,04ZB00,Mariabasisschool,Oosteinde,2-A,8316 BL,MARKNESSE,NOORDOOSTPOLDER,Rooms-Katholiek,527203177, ,Noord
Flevoland,40662,04ZX,04ZX00,SWS De Kring,Ring,17,8308 AL,NAGELE,NOORDOOSTPOLDER,Rooms-Katholiek,527652940,www.swsdekring.nl,Noord
Flevoland,40662,05CZ,05CZ00,De Akkerbloem,Graaf Florislaan,18,8312 AX,CREIL,NOORDOOSTPOLDER,Rooms-Katholiek,527274242, ,Noord
Flevoland,40662,06YL,06YL00,Oecumenische basisschool De Ark,Het Laantje,6,8311 AZ,ESPEL,NOORDOOSTPOLDER,"Samenwerking PC, RK",527271638, ,Noord
Flevoland,40662,08JS,08JS00,Albert Schweitzer-School,Skagerrak,11,8303 VA,EMMELOORD,NOORDOOSTPOLDER,Rooms-Katholiek,527613159, ,Noord
Flevoland,40662,09JQ,09JQ00,St Joseph School,Prof. Lorentzstraat,4,8302 AS,EMMELOORD,NOORDOOSTPOLDER,Rooms-Katholiek,527613373,www.st.josephschool.nl,Noord
Flevoland,40662,10OF,10OF00,cbs De Koperwiek,Lijsterbesstraat,32,8302 CN,EMMELOORD,NOORDOOSTPOLDER,Protestants-Christelijk,527697988,www.dekoperwiek-emmeloord.nl,Noord
Flevoland,40662,11QC,11QC00,CBS De Triangel,Reijdersant,17,8303 XL,EMMELOORD,NOORDOOSTPOLDER,Protestants-Christelijk,527612625,www.detriangel-emmeloord.nl,Noord
Flevoland,40662,11QN,11QN00,De Leeuwerik,Sportweg,52-A,8313 AR,RUTTEN,NOORDOOSTPOLDER,Rooms-Katholiek,527262847,www.paulusschool-rutten.nl,Noord
Flevoland,40662,12KG,12KG00,CBS De Lichtboei,Scheer,1,8303 KN,EMMELOORD,NOORDOOSTPOLDER,Protestants-Christelijk,527698644,www.delichtboei-emmeloord.nl,Noord
Flevoland,40662,12ST,12ST00,CBS 't Kompas,Sondelstraat,4,8304 GA,EMMELOORD,NOORDOOSTPOLDER,Protestants-Christelijk,527613253,WWW.KOMPAS-EMMELOORD.NL,Noord
Flevoland,40662,12ZH,12ZH00,CBS De Schalmei,Noordakker,50,8314 AH,BANT,NOORDOOSTPOLDER,Protestants-Christelijk,527261558,WWW.DESCHALMEI-BANT.NL,Noord
Flevoland,40662,13TJ,13TJ00,CBS Op de Wieken,Fazantendrift,2,8309 AM,TOLLEBEEK,NOORDOOSTPOLDER,Protestants-Christelijk,527651489,WWW.OPDEWIEKEN-TOLLEBEEK.NL,Noord
Flevoland,40662,14CA,14CA00,samenwerkingsschool De Wending,Zuidwend,4,8314 AA,BANT,NOORDOOSTPOLDER,Openbaar,527261447,www.swsdewending.nl,Noord
Flevoland,40662,14DL,14DL00,CBS Het Lichtschip,Sportweg,24,8307 AN,ENS,NOORDOOSTPOLDER,Protestants-Christelijk,527251712,www.hetlichtschip.nl,Noord
Flevoland,40662,14GF,14GF00,CBS De Zeester,Noordzoom,119,8316 CH,MARKNESSE,NOORDOOSTPOLDER,Protestants-Christelijk,527203082,WWW.DEZEESTER-MARKNESSE.NL,Noord
